-,-,-
-341, -198, -1710
-217, -394, -1726
-78, -506, -1989
81, -954, -1997
143, -1250, -1997
119, -1314, -1997
112, -1855, -1997
239, -1998, -1846
189, -1998, -693
14, -1998, 386
-174, -1998, 628
-263, -1998, 878
-389, -1998, 1519
-512, -1885, 1760
-498, -1771, 1851
-,-,-
-615, -80, -1384
-561, -47, -1656
-506, -228, -1808
-442, -386, -1870
-466, -462, -1997
-441, -1119, -1997
-371, -1922, -1997
-371, -1998, -1997
-330, -1998, -1802
-64, -1998, -1500
-295, -1998, 1480
-359, -1998, 1998
-286, -1998, 1998
-224, -1997, 1998
-226, -1912, 1998
-282, -1997, 1998
-396, -1787, 1998
-,-,-
-366, -195, -1706
-125, -164, -1906
132, -439, -1997
282, -970, -1997
316, -1863, -1997
190, -1998, -1997
-10, -1998, -1577
-144, -1998, -415
-395, -1998, 236
-569, -1998, 1488
-715, -1998, 1998
-747, -1993, 1998
-779, -1735, 1998
-788, -1385, 1998
-,-,-
203, -831, -1997
283, -1119, -1898
319, -1534, -1978
219, -1977, -1625
-95, -1998, -912
-486, -1998, -84
-651, -1998, 436
-816, -1998, 722
-1062, -1998, 900
-1102, -1998, 1166
-957, -1998, 1422
-838, -1974, 1566
-746, -1791, 1867
-,-,-
-301, -410, -1954
-18, -497, -1962
282, -671, -1997
475, -822, -1997
575, -1393, -1997
572, -1927, -1997
532, -1998, -1830
283, -1998, -530
-153, -1998, 331
-586, -1998, 914
-946, -1998, 1690
-1163, -1998, 1998
-1142, -1806, 1955
-928, -1585, 1249
-697, -1603, 905
-,-,-
-251, -850, -1340
-239, -1528, -1643
-404, -1998, -1767
-707, -1998, -814
-947, -1998, 389
-946, -1998, 808
-683, -1981, 588
-490, -1798, 498
-463, -1998, 1151
-647, -1998, 1213
-734, -1909, 1569
-767, -1536, 1929
-698, -1445, 1997
-571, -1491, 1998
-,-,-
-308, -473, -1957
-281, -684, -1903
-195, -1204, -1922
-357, -1998, -1544
-519, -1998, -870
-573, -1998, -258
-623, -1998, 342
-728, -1998, 979
-834, -1998, 1580
-941, -1998, 1649
-1005, -1997, 1718
-960, -1874, 1894
-,-,-
-404, -1125, -1314
-371, -1171, -1645
-431, -1669, -1558
-545, -1995, -1226
-692, -1998, -535
-612, -1998, -352
-481, -1998, -401
-476, -1998, 211
-537, -1998, 873
-520, -1998, 1440
-546, -1998, 1880
-,-,-
-159, -174, -1869
-264, -663, -1996
-409, -1664, -1997
-353, -1998, -1997
-211, -1998, -1985
-116, -1998, -949
-181, -1998, 439
-334, -1998, 1240
-515, -1998, 1611
-663, -1998, 1830
-727, -1998, 1985
-595, -1998, 1998
-444, -1998, 1894
-,-,-
-437, -509, -895
-474, -711, -1020
-723, -1270, -995
-1081, -1520, -597
-1213, -1247, -203
-1154, -916, -212
-1054, -1373, -460
-1116, -1986, -906
-1119, -1998, -557
-949, -1998, 381
-913, -1998, 852
-,-,-
-647, -1995, -1494
-383, -1998, -1346
-276, -1998, -680
-510, -1998, 194
-646, -1998, 1222
-647, -1998, 1892
-673, -1982, 1998
-704, -1904, 1998
-628, -1893, 1952
-,-,-
-509, -605, -1257
-519, -842, -986
-566, -820, -1101
-519, -1021, -1413
-628, -1586, -1326
-1034, -1912, -526
-1490, -1779, 300
-1658, -1517, 309
-1348, -1597, -570
-932, -1863, -1113
-754, -1998, -598
-680, -1998, 391
-597, -1998, 1086
-,-,-
-556, -1083, -1524
-747, -1469, -1556
-922, -1960, -1271
-994, -1998, -971
-955, -1998, -975
-858, -1998, -666
-916, -1998, 18
-906, -1998, 1105
-808, -1998, 1788
-701, -1998, 1979
-726, -1998, 1998
-,-,-
-713, -1000, -1574
